t1_ph,t2_ph,phone,fname,dur_ph,Participant,t1_wd,t2_wd,word,is_wdinit_ph,is_wdfin_ph,prev_ph,next_ph
229.938,230.018,e,textgrids/cbas/p115.TextGrid,0.0800000000000125,p115,229.688,230.278,presente,False,False,s,n
230.018,230.108,n,textgrids/cbas/p115.TextGrid,0.09000000000000341,p115,229.688,230.278,presente,False,False,e,t
230.108,230.168,t,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,229.688,230.278,presente,False,False,n,e
230.168,230.278,e,textgrids/cbas/p115.TextGrid,0.10999999999998522,p115,229.688,230.278,presente,False,True,t,sp
230.278,231.519,sp,textgrids/cbas/p115.TextGrid,1.2410000000000139,p115,230.278,231.519,,True,True,e,b
231.519,231.599,b,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,231.519,231.999,válido,True,False,sp,a+
231.599,231.689,a+,textgrids/cbas/p115.TextGrid,0.09000000000000341,p115,231.519,231.999,válido,False,False,b,l
231.689,231.749,l,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,231.519,231.999,válido,False,False,a+,i
231.749,231.809,i,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,231.519,231.999,válido,False,False,l,D
231.809,231.889,D,textgrids/cbas/p115.TextGrid,0.0800000000000125,p115,231.519,231.999,válido,False,False,i,o
231.889,231.999,o,textgrids/cbas/p115.TextGrid,0.10999999999998522,p115,231.519,231.999,válido,False,True,D,sp
231.999,233.154,sp,textgrids/cbas/p115.TextGrid,1.1550000000000011,p115,231.999,233.154,,True,True,o,s
233.154,233.284,s,textgrids/cbas/p115.TextGrid,0.12999999999999545,p115,233.154,233.724,servicio,True,False,sp,e
233.284,233.324,e,textgrids/cbas/p115.TextGrid,0.040000000000020464,p115,233.154,233.724,servicio,False,False,s,rf
233.324,233.374,rf,textgrids/cbas/p115.TextGrid,0.04999999999998295,p115,233.154,233.724,servicio,False,False,e,b
233.374,233.424,b,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,233.154,233.724,servicio,False,False,rf,i
233.424,233.524,i,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,233.154,233.724,servicio,False,False,b,s
233.524,233.604,s,textgrids/cbas/p115.TextGrid,0.0800000000000125,p115,233.154,233.724,servicio,False,False,i,j
233.604,233.644,j,textgrids/cbas/p115.TextGrid,0.03999999999999204,p115,233.154,233.724,servicio,False,False,s,o
233.644,233.724,o,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,233.154,233.724,servicio,False,True,j,
233.745,234.355,sil,textgrids/cbas/p115.TextGrid,0.6099999999999852,p115,233.724,234.355,,False,True,,l
234.355,234.455,l,textgrids/cbas/p115.TextGrid,0.10000000000002274,p115,234.355,234.775,liso,True,False,sil,i
234.455,234.555,i,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,234.355,234.775,liso,False,False,l,s
234.555,234.655,s,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,234.355,234.775,liso,False,False,i,o
234.655,234.775,o,textgrids/cbas/p115.TextGrid,0.12000000000000455,p115,234.355,234.775,liso,False,True,s,sp
234.775,236.88,sp,textgrids/cbas/p115.TextGrid,2.1049999999999898,p115,234.775,236.88,,True,True,o,d
236.88,236.95,d,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,236.88,237.29,derbi,True,False,sp,e
236.95,237.04,e,textgrids/cbas/p115.TextGrid,0.09000000000000341,p115,236.88,237.29,derbi,False,False,d,rf
237.04,237.12,rf,textgrids/cbas/p115.TextGrid,0.0800000000000125,p115,236.88,237.29,derbi,False,False,e,b
237.12,237.19,b,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,236.88,237.29,derbi,False,False,rf,i
237.19,237.29,i,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,236.88,237.29,derbi,False,True,b,sp
237.29,238.745,sp,textgrids/cbas/p115.TextGrid,1.4550000000000125,p115,237.29,238.745,,True,True,i,b
238.745,238.845,b,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,238.745,239.065,ves,True,False,sp,e
238.845,238.985,e,textgrids/cbas/p115.TextGrid,0.14000000000001478,p115,238.745,239.065,ves,False,False,b,s
238.985,239.065,s,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,238.745,239.065,ves,False,True,e,e
239.065,239.115,e,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,239.065,239.845,enanitos,True,False,s,n
239.115,239.195,n,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,239.065,239.845,enanitos,False,False,e,a
239.195,239.255,a,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,239.065,239.845,enanitos,False,False,n,n
239.255,239.325,n,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,239.065,239.845,enanitos,False,False,a,i
239.325,239.425,i,textgrids/cbas/p115.TextGrid,0.10000000000002274,p115,239.065,239.845,enanitos,False,False,n,t
239.425,239.505,t,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,239.065,239.845,enanitos,False,False,i,o
239.505,239.595,o,textgrids/cbas/p115.TextGrid,0.09000000000000341,p115,239.065,239.845,enanitos,False,False,t,s
239.595,239.845,s,textgrids/cbas/p115.TextGrid,0.25,p115,239.065,239.845,enanitos,False,True,o,
240.255,240.845,sil,textgrids/cbas/p115.TextGrid,0.5900000000000034,p115,239.845,240.845,,False,True,,b
240.845,240.945,b,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,240.845,241.385,brócoli,True,False,sil,rf
240.945,240.985,rf,textgrids/cbas/p115.TextGrid,0.040000000000020464,p115,240.845,241.385,brócoli,False,False,b,o+
240.985,241.065,o+,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,240.845,241.385,brócoli,False,False,rf,k
241.065,241.145,k,textgrids/cbas/p115.TextGrid,0.0800000000000125,p115,240.845,241.385,brócoli,False,False,o+,o
241.145,241.205,o,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,240.845,241.385,brócoli,False,False,k,l
241.205,241.285,l,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,240.845,241.385,brócoli,False,False,o,i
241.285,241.385,i,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,240.845,241.385,brócoli,False,True,l,sp
241.385,242.477,sp,textgrids/cbas/p115.TextGrid,1.092000000000013,p115,241.385,242.477,,True,True,i,a
242.477,242.567,a,textgrids/cbas/p115.TextGrid,0.09000000000000341,p115,242.477,243.097,acabar,True,False,sp,k
242.567,242.657,k,textgrids/cbas/p115.TextGrid,0.09000000000000341,p115,242.477,243.097,acabar,False,False,a,a
242.657,242.707,a,textgrids/cbas/p115.TextGrid,0.04999999999998295,p115,242.477,243.097,acabar,False,False,k,b
242.707,242.797,b,textgrids/cbas/p115.TextGrid,0.09000000000000341,p115,242.477,243.097,acabar,False,False,a,a
242.797,242.937,a,textgrids/cbas/p115.TextGrid,0.14000000000001478,p115,242.477,243.097,acabar,False,False,b,rf
242.937,243.097,rf,textgrids/cbas/p115.TextGrid,0.1599999999999966,p115,242.477,243.097,acabar,False,True,a,sp
243.097,244.377,sp,textgrids/cbas/p115.TextGrid,1.2800000000000011,p115,243.097,244.377,,True,True,rf,n
244.377,244.457,n,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,244.377,244.867,nuestro,True,False,sp,w
244.457,244.497,w,textgrids/cbas/p115.TextGrid,0.040000000000020464,p115,244.377,244.867,nuestro,False,False,n,e
244.497,244.587,e,textgrids/cbas/p115.TextGrid,0.08999999999997499,p115,244.377,244.867,nuestro,False,False,w,s
244.587,244.647,s,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,244.377,244.867,nuestro,False,False,e,t
244.647,244.677,t,textgrids/cbas/p115.TextGrid,0.030000000000001137,p115,244.377,244.867,nuestro,False,False,s,rf
244.677,244.757,rf,textgrids/cbas/p115.TextGrid,0.0800000000000125,p115,244.377,244.867,nuestro,False,False,t,o
244.757,244.867,o,textgrids/cbas/p115.TextGrid,0.10999999999998522,p115,244.377,244.867,nuestro,False,True,rf,sp
244.867,245.067,sp,textgrids/cbas/p115.TextGrid,0.20000000000001705,p115,244.867,245.067,,True,True,o,u
245.067,245.147,u,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,245.067,246.047,unigenitos,True,False,sp,n
245.147,245.217,n,textgrids/cbas/p115.TextGrid,0.0700000000000216,p115,245.067,246.047,unigenitos,False,False,u,i
245.217,245.287,i,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,245.067,246.047,unigenitos,False,False,n,x
245.287,245.397,x,textgrids/cbas/p115.TextGrid,0.10999999999998522,p115,245.067,246.047,unigenitos,False,False,i,e
245.397,245.447,e,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,245.067,246.047,unigenitos,False,False,x,n
245.447,245.497,n,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,245.067,246.047,unigenitos,False,False,e,i
245.497,245.597,i,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,245.067,246.047,unigenitos,False,False,n,t
245.597,245.677,t,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,245.067,246.047,unigenitos,False,False,i,o
245.677,245.787,o,textgrids/cbas/p115.TextGrid,0.11000000000001364,p115,245.067,246.047,unigenitos,False,False,t,s
245.787,246.047,s,textgrids/cbas/p115.TextGrid,0.2599999999999909,p115,245.067,246.047,unigenitos,False,True,o,
249.73,250.26,sil,textgrids/cbas/p115.TextGrid,0.5300000000000011,p115,246.047,250.26,,False,True,,a
250.26,250.38,a,textgrids/cbas/p115.TextGrid,0.12000000000000455,p115,250.26,251.03,abastecer,True,False,sil,b
250.38,250.43,b,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,250.26,251.03,abastecer,False,False,a,a
250.43,250.53,a,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,250.26,251.03,abastecer,False,False,b,s
250.53,250.63,s,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,250.26,251.03,abastecer,False,False,a,t
250.63,250.69,t,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,250.26,251.03,abastecer,False,False,s,e
250.69,250.75,e,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,250.26,251.03,abastecer,False,False,t,s
250.75,250.83,s,textgrids/cbas/p115.TextGrid,0.0800000000000125,p115,250.26,251.03,abastecer,False,False,e,e
250.83,250.93,e,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,250.26,251.03,abastecer,False,False,s,rf
250.93,251.03,rf,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,250.26,251.03,abastecer,False,True,e,sp
251.03,252.049,sp,textgrids/cbas/p115.TextGrid,1.0190000000000055,p115,251.03,252.049,,True,True,rf,a
252.049,252.149,a,textgrids/cbas/p115.TextGrid,0.09999999999999432,p115,252.049,252.729,abandonar,True,False,sp,b
252.149,252.209,b,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,252.049,252.729,abandonar,False,False,a,a
252.209,252.289,a,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,252.049,252.729,abandonar,False,False,b,n
252.289,252.359,n,textgrids/cbas/p115.TextGrid,0.0700000000000216,p115,252.049,252.729,abandonar,False,False,a,d
252.359,252.389,d,textgrids/cbas/p115.TextGrid,0.030000000000001137,p115,252.049,252.729,abandonar,False,False,n,o
252.389,252.439,o,textgrids/cbas/p115.TextGrid,0.04999999999998295,p115,252.049,252.729,abandonar,False,False,d,n
252.439,252.519,n,textgrids/cbas/p115.TextGrid,0.0800000000000125,p115,252.049,252.729,abandonar,False,False,o,a
252.519,252.629,a,textgrids/cbas/p115.TextGrid,0.10999999999998522,p115,252.049,252.729,abandonar,False,False,n,rf
252.629,252.729,rf,textgrids/cbas/p115.TextGrid,0.10000000000002274,p115,252.049,252.729,abandonar,False,True,a,sp
252.729,253.832,sp,textgrids/cbas/p115.TextGrid,1.1029999999999802,p115,252.729,253.832,,True,True,rf,T
253.832,253.942,T,textgrids/cbas/p115.TextGrid,0.11000000000001364,p115,253.832,254.292,zona,True,False,sp,o
253.942,254.062,o,textgrids/cbas/p115.TextGrid,0.12000000000000455,p115,253.832,254.292,zona,False,False,T,n
254.062,254.112,n,textgrids/cbas/p115.TextGrid,0.04999999999998295,p115,253.832,254.292,zona,False,False,o,a
254.112,254.292,a,textgrids/cbas/p115.TextGrid,0.18000000000000682,p115,253.832,254.292,zona,False,True,n,sp
254.292,255.558,sp,textgrids/cbas/p115.TextGrid,1.2659999999999911,p115,254.292,255.558,,True,True,a,l
255.558,255.698,l,textgrids/cbas/p115.TextGrid,0.14000000000001478,p115,255.558,256.188,lotería,True,False,sp,o
255.698,255.768,o,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,255.558,256.188,lotería,False,False,l,t
255.768,255.838,t,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,255.558,256.188,lotería,False,False,o,e
255.838,255.888,e,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,255.558,256.188,lotería,False,False,t,rf
255.888,255.938,rf,textgrids/cbas/p115.TextGrid,0.04999999999998295,p115,255.558,256.188,lotería,False,False,e,i+
255.938,256.048,i+,textgrids/cbas/p115.TextGrid,0.11000000000001364,p115,255.558,256.188,lotería,False,False,rf,a
256.048,256.188,a,textgrids/cbas/p115.TextGrid,0.13999999999998636,p115,255.558,256.188,lotería,False,True,i+,sp
256.188,257.378,sp,textgrids/cbas/p115.TextGrid,1.1899999999999977,p115,256.188,257.378,,True,True,a,b
257.378,257.488,b,textgrids/cbas/p115.TextGrid,0.11000000000001364,p115,257.378,257.908,balada,True,False,sp,a
257.488,257.558,a,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,257.378,257.908,balada,False,False,b,l
257.558,257.638,l,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,257.378,257.908,balada,False,False,a,a
257.638,257.678,a,textgrids/cbas/p115.TextGrid,0.040000000000020464,p115,257.378,257.908,balada,False,False,l,D
257.678,257.768,D,textgrids/cbas/p115.TextGrid,0.08999999999997499,p115,257.378,257.908,balada,False,False,a,a
257.768,257.908,a,textgrids/cbas/p115.TextGrid,0.1400000000000432,p115,257.378,257.908,balada,False,True,D,sp
257.908,259.198,sp,textgrids/cbas/p115.TextGrid,1.2899999999999636,p115,257.908,259.198,,True,True,a,a
259.198,259.318,a,textgrids/cbas/p115.TextGrid,0.12000000000000455,p115,259.198,259.668,albino,True,False,sp,l
259.318,259.378,l,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,259.198,259.668,albino,False,False,a,b
259.378,259.428,b,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,259.198,259.668,albino,False,False,l,i
259.428,259.518,i,textgrids/cbas/p115.TextGrid,0.08999999999997499,p115,259.198,259.668,albino,False,False,b,n
259.518,259.598,n,textgrids/cbas/p115.TextGrid,0.08000000000004093,p115,259.198,259.668,albino,False,False,i,o
259.598,259.668,o,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,259.198,259.668,albino,False,True,n,sp
259.668,262.483,sp,textgrids/cbas/p115.TextGrid,2.8149999999999977,p115,259.668,262.483,,True,True,o,t
262.483,262.523,t,textgrids/cbas/p115.TextGrid,0.040000000000020464,p115,262.483,263.143,terminarás,True,False,sp,e
262.523,262.593,e,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,262.483,263.143,terminarás,False,False,t,rf
262.593,262.653,rf,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,262.483,263.143,terminarás,False,False,e,m
262.653,262.723,m,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,262.483,263.143,terminarás,False,False,rf,i
262.723,262.783,i,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,262.483,263.143,terminarás,False,False,m,n
262.783,262.853,n,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,262.483,263.143,terminarás,False,False,i,a
262.853,262.913,a,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,262.483,263.143,terminarás,False,False,n,rf
262.913,262.953,rf,textgrids/cbas/p115.TextGrid,0.03999999999996362,p115,262.483,263.143,terminarás,False,False,a,a+
262.953,263.063,a+,textgrids/cbas/p115.TextGrid,0.11000000000001364,p115,262.483,263.143,terminarás,False,False,rf,s
263.063,263.143,s,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,262.483,263.143,terminarás,False,True,a+,oI
263.143,263.363,oI,textgrids/cbas/p115.TextGrid,0.22000000000002728,p115,263.143,263.363,hoy,True,True,s,sp
263.363,264.674,sp,textgrids/cbas/p115.TextGrid,1.3109999999999786,p115,263.363,264.674,,True,True,oI,t
264.674,264.714,t,textgrids/cbas/p115.TextGrid,0.040000000000020464,p115,264.674,265.254,televisión,True,False,sp,e
264.714,264.784,e,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,264.674,265.254,televisión,False,False,t,l
264.784,264.854,l,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,264.674,265.254,televisión,False,False,e,e
264.854,264.894,e,textgrids/cbas/p115.TextGrid,0.040000000000020464,p115,264.674,265.254,televisión,False,False,l,b
264.894,264.944,b,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,264.674,265.254,televisión,False,False,e,i
264.944,265.004,i,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,264.674,265.254,televisión,False,False,b,s
265.004,265.064,s,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,264.674,265.254,televisión,False,False,i,j
265.064,265.114,j,textgrids/cbas/p115.TextGrid,0.049999999999954525,p115,264.674,265.254,televisión,False,False,s,o+
265.114,265.194,o+,textgrids/cbas/p115.TextGrid,0.08000000000004093,p115,264.674,265.254,televisión,False,False,j,ng
265.194,265.254,ng,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,264.674,265.254,televisión,False,True,o+,sp
265.254,266.458,sp,textgrids/cbas/p115.TextGrid,1.2040000000000077,p115,265.254,266.458,,True,True,ng,r
266.458,266.568,r,textgrids/cbas/p115.TextGrid,0.1099999999999568,p115,266.458,267.038,revista,True,False,sp,e
266.568,266.618,e,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,266.458,267.038,revista,False,False,r,b
266.618,266.698,b,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,266.458,267.038,revista,False,False,e,i
266.698,266.768,i,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,266.458,267.038,revista,False,False,b,s
266.768,266.818,s,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,266.458,267.038,revista,False,False,i,t
266.818,266.868,t,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,266.458,267.038,revista,False,False,s,a
266.868,267.038,a,textgrids/cbas/p115.TextGrid,0.17000000000001592,p115,266.458,267.038,revista,False,True,t,sp
267.038,267.308,sp,textgrids/cbas/p115.TextGrid,0.2699999999999818,p115,267.038,268.36,,True,False,a,
268.36,268.41,n,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,268.36,268.81,nuestras,True,False,,w
268.41,268.44,w,textgrids/cbas/p115.TextGrid,0.029999999999972715,p115,268.36,268.81,nuestras,False,False,n,e
268.44,268.53,e,textgrids/cbas/p115.TextGrid,0.08999999999997499,p115,268.36,268.81,nuestras,False,False,w,s
268.53,268.58,s,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,268.36,268.81,nuestras,False,False,e,t
268.58,268.62,t,textgrids/cbas/p115.TextGrid,0.040000000000020464,p115,268.36,268.81,nuestras,False,False,s,rf
268.62,268.67,rf,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,268.36,268.81,nuestras,False,False,t,a
268.67,268.74,a,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,268.36,268.81,nuestras,False,False,rf,s
268.74,268.81,s,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,268.36,268.81,nuestras,False,True,a,u
268.81,268.88,u,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,268.81,269.66,ubicaciones,True,False,s,b
268.88,268.95,b,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,268.81,269.66,ubicaciones,False,False,u,i
268.95,269.01,i,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,268.81,269.66,ubicaciones,False,False,b,k
269.01,269.09,k,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,268.81,269.66,ubicaciones,False,False,i,a
269.09,269.17,a,textgrids/cbas/p115.TextGrid,0.08000000000004093,p115,268.81,269.66,ubicaciones,False,False,k,T
269.17,269.24,T,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,268.81,269.66,ubicaciones,False,False,a,j
269.24,269.31,j,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,268.81,269.66,ubicaciones,False,False,T,o
269.31,269.38,o,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,268.81,269.66,ubicaciones,False,False,j,n
269.38,269.42,n,textgrids/cbas/p115.TextGrid,0.040000000000020464,p115,268.81,269.66,ubicaciones,False,False,o,e
269.42,269.48,e,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,268.81,269.66,ubicaciones,False,False,n,s
269.48,269.66,s,textgrids/cbas/p115.TextGrid,0.18000000000000682,p115,268.81,269.66,ubicaciones,False,True,e,sp
269.66,270.715,sp,textgrids/cbas/p115.TextGrid,1.05499999999995,p115,269.66,270.715,,True,True,s,b
270.715,270.785,b,textgrids/cbas/p115.TextGrid,0.07000000000005002,p115,270.715,271.265,vaquera,True,False,sp,a
270.785,270.865,a,textgrids/cbas/p115.TextGrid,0.07999999999998408,p115,270.715,271.265,vaquera,False,False,b,k
270.865,270.955,k,textgrids/cbas/p115.TextGrid,0.08999999999997499,p115,270.715,271.265,vaquera,False,False,a,e
270.955,271.075,e,textgrids/cbas/p115.TextGrid,0.12000000000000455,p115,270.715,271.265,vaquera,False,False,k,rf
271.075,271.125,rf,textgrids/cbas/p115.TextGrid,0.05000000000001137,p115,270.715,271.265,vaquera,False,False,e,a
271.125,271.265,a,textgrids/cbas/p115.TextGrid,0.13999999999998636,p115,270.715,271.265,vaquera,False,True,rf,sp
271.265,274.009,sp,textgrids/cbas/p115.TextGrid,2.744000000000028,p115,271.265,274.009,,True,True,a,s
274.009,274.149,s,textgrids/cbas/p115.TextGrid,0.13999999999998636,p115,274.009,274.609,socovar,True,False,sp,o
274.149,274.239,o,textgrids/cbas/p115.TextGrid,0.08999999999997499,p115,274.009,274.609,socovar,False,False,s,k
274.239,274.309,k,textgrids/cbas/p115.TextGrid,0.07000000000005002,p115,274.009,274.609,socovar,False,False,o,o
274.309,274.369,o,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,274.009,274.609,socovar,False,False,k,b
274.369,274.439,b,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,274.009,274.609,socovar,False,False,o,a
274.439,274.559,a,textgrids/cbas/p115.TextGrid,0.12000000000000455,p115,274.009,274.609,socovar,False,False,b,rf
274.559,274.609,rf,textgrids/cbas/p115.TextGrid,0.049999999999954525,p115,274.009,274.609,socovar,False,True,a,sp
274.609,276.871,sp,textgrids/cbas/p115.TextGrid,2.2620000000000005,p115,274.609,276.871,,True,True,rf,s
276.871,277.021,s,textgrids/cbas/p115.TextGrid,0.1500000000000341,p115,276.871,277.671,socavar,True,False,sp,o
277.021,277.121,o,textgrids/cbas/p115.TextGrid,0.0999999999999659,p115,276.871,277.671,socavar,False,False,s,k
277.121,277.191,k,textgrids/cbas/p115.TextGrid,0.06999999999999318,p115,276.871,277.671,socavar,False,False,o,a
277.191,277.251,a,textgrids/cbas/p115.TextGrid,0.060000000000002274,p115,276.871,277.671,socavar,False,False,k,b
277.251,277.341,b,textgrids/cbas/p115.TextGrid,0.09000000000003183,p115,276.871,277.671,socavar,False,False,a,a
277.341,277.521,a,textgrids/cbas/p115.TextGrid,0.18000000000000682,p115,276.871,277.671,socavar,False,False,b,rf
277.521,277.671,rf,textgrids/cbas/p115.TextGrid,0.14999999999997726,p115,276.871,277.671,socavar,False,True,a,sp
277.671,277.861,sp,textgrids/cbas/p115.TextGrid,0.18999999999999773,p115,277.671,733.2974603174603,,True,False,rf,
0.0,0.21,sil,textgrids/cbas/p120.TextGrid,0.21,p120,0.0,0.21,,True,True,,b
0.21,0.34,b,textgrids/cbas/p120.TextGrid,0.13000000000000003,p120,0.21,0.91,bajo,True,False,sil,a
0.34,0.41,a,textgrids/cbas/p120.TextGrid,0.06999999999999995,p120,0.21,0.91,bajo,False,False,b,x
0.41,0.58,x,textgrids/cbas/p120.TextGrid,0.16999999999999998,p120,0.21,0.91,bajo,False,False,a,o
0.58,0.91,o,textgrids/cbas/p120.TextGrid,0.33000000000000007,p120,0.21,0.91,bajo,False,True,x,sp
0.91,3.864,sp,textgrids/cbas/p120.TextGrid,2.9539999999999997,p120,0.91,3.864,,True,True,o,T
3.864,3.924,T,textgrids/cbas/p120.TextGrid,0.06000000000000005,p120,3.864,4.414,zombi,True,False,sp,o
3.924,4.014,o,textgrids/cbas/p120.TextGrid,0.0900000000000003,p120,3.864,4.414,zombi,False,False,T,m
4.014,4.154,m,textgrids/cbas/p120.TextGrid,0.13999999999999968,p120,3.864,4.414,zombi,False,False,o,b
4.154,4.204,b,textgrids/cbas/p120.TextGrid,0.04999999999999982,p120,3.864,4.414,zombi,False,False,m,i
4.204,4.414,i,textgrids/cbas/p120.TextGrid,0.20999999999999996,p120,3.864,4.414,zombi,False,True,b,sp
4.414,6.812,sp,textgrids/cbas/p120.TextGrid,2.3980000000000006,p120,4.414,6.812,,True,True,i,b
6.812,6.862,b,textgrids/cbas/p120.TextGrid,0.04999999999999982,p120,6.812,7.472,básico,True,False,sp,a+
6.862,6.962,a+,textgrids/cbas/p120.TextGrid,0.09999999999999964,p120,6.812,7.472,básico,False,False,b,s
6.962,7.082,s,textgrids/cbas/p120.TextGrid,0.1200000000000001,p120,6.812,7.472,básico,False,False,a+,i
7.082,7.152,i,textgrids/cbas/p120.TextGrid,0.07000000000000028,p120,6.812,7.472,básico,False,False,s,k
7.152,7.262,k,textgrids/cbas/p120.TextGrid,0.10999999999999943,p120,6.812,7.472,básico,False,False,i,o
7.262,7.472,o,textgrids/cbas/p120.TextGrid,0.21000000000000085,p120,6.812,7.472,básico,False,True,k,sp
7.472,9.24,sp,textgrids/cbas/p120.TextGrid,1.7679999999999998,p120,7.472,9.24,,True,True,o,l
9.24,9.37,l,textgrids/cbas/p120.TextGrid,0.129999999999999,p120,9.24,10.01,límite,True,False,sp,i+
9.37,9.44,i+,textgrids/cbas/p120.TextGrid,0.07000000000000028,p120,9.24,10.01,límite,False,False,l,m
9.44,9.53,m,textgrids/cbas/p120.TextGrid,0.08999999999999986,p120,9.24,10.01,límite,False,False,i+,i
9.53,9.59,i,textgrids/cbas/p120.TextGrid,0.0600000000000005,p120,9.24,10.01,límite,False,False,m,t
9.59,9.71,t,textgrids/cbas/p120.TextGrid,0.120000000000001,p120,9.24,10.01,límite,False,False,i,e
9.71,10.01,e,textgrids/cbas/p120.TextGrid,0.29999999999999893,p120,9.24,10.01,límite,False,True,t,sp
10.01,11.904,sp,textgrids/cbas/p120.TextGrid,1.8940000000000001,p120,10.01,11.904,,True,True,e,b
11.904,11.944,b,textgrids/cbas/p120.TextGrid,0.040000000000000924,p120,11.904,12.774,bacterias,True,False,sp,a
11.944,11.994,a,textgrids/cbas/p120.TextGrid,0.049999999999998934,p120,11.904,12.774,bacterias,False,False,b,k
11.994,12.114,k,textgrids/cbas/p120.TextGrid,0.120000000000001,p120,11.904,12.774,bacterias,False,False,a,t
12.114,12.164,t,textgrids/cbas/p120.TextGrid,0.049999999999998934,p120,11.904,12.774,bacterias,False,False,k,e
12.164,12.194,e,textgrids/cbas/p120.TextGrid,0.030000000000001137,p120,11.904,12.774,bacterias,False,False,t,rf
